,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Total,Total,Total,,,,,,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,-additional
499,Son Heung-min,655,2018-2019,26,kr KOR,Tottenham,eng Premier League,31,2039,22.7,23,8,2,12,6,18,12,0,0,0,655,785,83.4,33,30,30,3,81,8455,1570,446,494,90.3,158,186,84.9,19,28,67.9,FWMF,92e7e919
500,Henrikh Mkhitaryan,655,2018-2019,29,am ARM,Arsenal,eng Premier League,25,1641,18.2,19,6,3,6,4,10,6,0,0,0,655,876,74.8,29,68,30,3,107,9240,2668,396,471,84.1,187,239,78.2,32,70,45.7,FWMF,dd0daf32
501,Aaron Ramsey,652,2018-2019,27,wls WAL,Arsenal,eng Premier League,28,1331,14.8,14,14,3,4,6,10,4,0,0,0,652,807,80.8,25,51,16,4,88,9568,2275,368,419,87.8,192,226,85.0,43,59,72.9,MF,ef619b0b
502,Emile Smith Rowe,648,2020-2021,20,eng ENG,Arsenal,eng Premier League,20,1440,16.0,18,2,3,2,4,6,2,0,0,0,648,746,86.9,27,45,14,1,68,8625,1644,408,446,91.5,186,203,91.6,21,31,67.7,MFFW,17695062
503,Christian Eriksen,648,2023-2024,31,dk DEN,Manchester Utd,eng Premier League,22,1141,12.7,12,10,11,1,2,3,1,0,0,0,648,805,80.5,27,66,17,3,68,10504,2702,340,384,88.5,229,277,82.7,55,98,56.1,MF,980522ec
504,Jadon Sancho,647,2022-2023,22,eng ENG,Manchester Utd,eng Premier League,26,1686,18.7,21,5,4,6,3,9,6,0,0,0,647,776,83.4,43,23,40,1,76,7890,1794,450,504,89.3,140,164,85.4,15,26,57.7,FWMF,dbf053da
505,James Milner,646,2021-2022,35,eng ENG,Liverpool,eng Premier League,24,853,9.5,9,15,8,0,1,1,0,0,0,0,646,777,83.1,22,73,18,6,73,11063,3500,301,327,92.0,264,312,84.6,62,95,65.3,MFDF,2f90f6b8
506,Isaac Hayden,645,2019-2020,24,jm JAM,Newcastle Utd,eng Premier League,29,2223,24.7,26,3,2,1,2,3,1,0,0,0,645,853,75.6,15,37,12,7,52,9410,2242,368,441,83.4,213,258,82.6,31,65,47.7,MF,c951a6df
507,James McArthur,643,2020-2021,32,sct SCO,Crystal Palace,eng Premier League,18,1466,16.3,17,1,1,0,2,2,0,0,0,0,643,795,80.9,15,59,6,0,80,10765,3322,310,359,86.4,270,307,87.9,47,79,59.5,MF,cee31595
508,Naby Keïta,643,2021-2022,26,gn GUI,Liverpool,eng Premier League,23,1173,13.0,14,9,6,3,1,4,3,0,0,0,643,757,84.9,15,56,21,0,75,9141,2501,380,425,89.4,219,251,87.3,22,33,66.7,MF,f25c8e3a
509,David Brooks,640,2018-2019,21,wls WAL,Bournemouth,eng Premier League,30,2261,25.1,29,1,3,7,5,12,7,0,0,0,640,899,71.2,30,55,37,2,95,9018,2783,407,499,81.6,166,240,69.2,38,68,55.9,MFFW,dc4cae05
510,Kenny Tete,636,2020-2021,24,nl NED,Fulham,eng Premier League,22,1481,16.5,18,4,2,0,1,1,0,0,0,0,636,879,72.4,18,37,25,18,71,10589,4277,311,378,82.3,241,319,75.5,62,98,63.3,DFMF,77d7c96f
511,Cheikhou Kouyaté,636,2019-2020,29,sn SEN,Crystal Palace,eng Premier League,35,2528,28.1,29,6,3,1,1,2,1,0,0,0,636,876,72.6,10,41,7,1,64,9359,2974,352,429,82.1,213,291,73.2,37,70,52.9,MFDF,8d3c902d
512,Kevin De Bruyne,635,2018-2019,27,be BEL,Manchester City,eng Premier League,19,975,10.8,11,8,1,2,2,4,2,0,0,0,635,834,76.1,36,67,44,7,109,10980,3097,297,334,88.9,240,294,81.6,73,135,54.1,MF,e46012d4
513,Oliver Norwood,634,2023-2024,32,nir NIR,Sheffield Utd,eng Premier League,27,1440,16.0,16,11,9,1,0,1,0,1,1,0,634,911,69.6,17,67,11,2,73,12291,4646,246,296,83.1,262,321,81.6,105,253,41.5,MF,43439614
514,Saïd Benrahma,632,2021-2022,25,dz ALG,West Ham,eng Premier League,32,2168,24.1,26,6,1,8,6,14,8,0,0,0,632,841,75.1,32,37,29,10,73,8891,2023,367,432,85.0,191,250,76.4,32,68,47.1,FWMF,5a04fd92
515,Tom Cairney,632,2022-2023,31,sct SCO,Fulham,eng Premier League,33,988,11.0,6,27,0,2,0,2,2,0,0,0,632,750,84.3,12,70,19,5,92,10133,2428,326,352,92.6,230,264,87.1,51,84,60.7,MF,a8748947
516,Dele Alli,632,2019-2020,23,eng ENG,Tottenham,eng Premier League,25,1847,20.5,21,4,3,8,4,12,7,1,1,0,632,841,75.1,23,43,22,0,69,8846,2173,345,414,83.3,212,252,84.1,28,56,50.0,MFFW,cea4ee8f
517,Timo Werner,629,2020-2021,24,de GER,Chelsea,eng Premier League,35,2602,28.9,29,6,3,6,8,14,6,0,0,0,629,824,76.3,36,36,23,5,69,8141,1532,380,462,82.3,185,223,83.0,16,35,45.7,FWMF,49fe9070
518,Harrison Reed,627,2023-2024,28,eng ENG,Fulham,eng Premier League,27,1325,14.7,15,12,10,0,2,2,0,0,0,0,627,748,83.8,14,40,15,2,56,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7,MF,803ae100
519,James McCarthy,625,2019-2020,28,ie IRL,Crystal Palace,eng Premier League,33,1680,18.7,16,17,5,0,0,0,0,0,0,0,625,826,75.7,17,60,8,0,55,11075,3069,281,324,86.7,228,274,83.2,85,159,53.5,MF,64b08de7
520,Bernard,625,2018-2019,25,br BRA,Everton,eng Premier League,34,2116,23.5,25,9,1,1,3,4,1,0,0,0,625,864,72.3,40,36,37,10,89,9062,2659,353,417,84.7,192,280,68.6,37,75,49.3,FWMF,ab4b3e35
521,Cheikhou Kouyaté,622,2018-2019,28,sn SEN,Crystal Palace,eng Premier League,31,1899,21.1,21,10,3,0,2,2,0,0,0,0,622,781,79.6,14,72,6,1,86,9351,3218,335,393,85.2,223,274,81.4,34,57,59.6,MF,8d3c902d
522,Séamus Coleman,620,2020-2021,31,ie IRL,Everton,eng Premier League,25,1613,17.9,18,7,3,0,3,3,0,0,0,0,620,765,81.0,19,32,14,3,49,9779,3467,350,385,90.9,205,254,80.7,48,84,57.1,DFMF,0420d84f
523,Juan Mata,620,2018-2019,30,es ESP,Manchester Utd,eng Premier League,22,1289,14.3,16,6,11,3,2,5,3,0,0,0,620,775,80.0,30,64,21,3,75,9712,2227,322,354,91.0,174,219,79.5,72,128,56.3,FWMF,29733c72
524,Fred,618,2022-2023,29,br BRA,Manchester Utd,eng Premier League,35,1249,13.9,12,23,3,2,2,4,2,0,0,0,618,781,79.1,30,65,11,2,76,9392,2767,344,398,86.4,197,234,84.2,48,77,62.3,MF,b853e0ad
525,Rico Lewis,617,2022-2023,17,eng ENG,Manchester City,eng Premier League,14,903,10.0,10,4,23,0,0,0,0,0,0,0,617,675,91.4,12,38,10,3,48,8779,1476,378,400,94.5,203,219,92.7,19,23,82.6,DFMF,b57e066e
526,Romaine Sawyers,616,2020-2021,28,kn SKN,West Brom,eng Premier League,19,1487,16.5,17,2,11,0,0,0,0,0,0,0,616,729,84.5,6,58,4,1,67,10470,3057,279,310,90.0,261,293,89.1,53,78,67.9,MF,77bb1522
527,Bobby De Cordova-Reid,615,2020-2021,27,jm JAM,Fulham,eng Premier League,33,2372,26.4,28,5,2,5,2,7,5,0,0,0,615,830,74.1,14,37,21,4,67,9138,2549,325,388,83.8,216,279,77.4,38,86,44.2,MFFW,0f7533cd
528,James Ward-Prowse,613,2018-2019,23,eng ENG,Southampton,eng Premier League,26,1945,21.6,21,5,9,7,0,7,6,1,1,0,613,892,68.7,46,56,11,4,61,9931,3270,328,388,84.5,210,280,75.0,57,180,31.7,MFDF,3515d404
529,Curtis Jones,611,2022-2023,21,eng ENG,Liverpool,eng Premier League,18,1035,11.5,12,6,5,3,1,4,3,0,0,0,611,677,90.3,14,53,14,1,69,9160,1895,334,355,94.1,233,250,93.2,25,32,78.1,MF,4fb9c88f
530,Christian Nørgaard,608,2022-2023,28,dk DEN,Brentford,eng Premier League,22,1763,19.6,21,1,0,1,3,4,1,0,0,0,608,812,74.9,12,68,8,2,73,9879,3427,304,369,82.4,252,326,77.3,40,74,54.1,MF,df0a4c90
531,Bruno Fernandes,607,2019-2020,24,pt POR,Manchester Utd,eng Premier League,14,1186,13.2,14,0,0,8,7,15,4,4,4,0,607,861,70.5,30,66,25,2,110,10342,2939,319,369,86.4,199,276,72.1,71,152,46.7,MF,507c7bdf
532,Naby Keïta,605,2019-2020,24,gn GUI,Liverpool,eng Premier League,18,815,9.1,9,9,9,2,3,5,2,0,0,0,605,690,87.7,15,80,16,0,69,8228,2134,382,409,93.4,174,200,87.0,25,37,67.6,MF,f25c8e3a
533,John McGinn,600,2019-2020,24,sct SCO,Aston Villa,eng Premier League,28,2312,25.7,27,1,0,3,3,6,3,0,0,0,600,794,75.6,37,80,31,7,113,12378,3698,219,258,84.9,252,305,82.6,112,172,65.1,MF,90f91999
534,Aron Gunnarsson,600,2018-2019,29,is ISL,Cardiff City,eng Premier League,28,2266,25.2,27,1,3,1,1,2,1,0,0,0,600,921,65.1,16,67,10,2,85,11209,4352,228,293,77.8,274,383,71.5,77,194,39.7,MF,e2533c20
535,Alex Iwobi,599,2021-2022,25,ng NGA,Everton,eng Premier League,28,2035,22.6,22,6,7,2,2,4,2,0,0,0,599,782,76.6,36,61,40,6,103,9080,3232,324,366,88.5,192,248,77.4,48,89,53.9,MFDF,6ca5ec4b
536,Solly March,598,2018-2019,24,eng ENG,Brighton,eng Premier League,35,2463,27.4,30,5,1,1,5,6,1,0,0,0,598,938,63.8,41,35,38,19,60,10248,2627,323,395,81.8,184,279,65.9,72,154,46.8,FWMF,bb5fbd2b
537,Saïd Benrahma,597,2022-2023,26,dz ALG,West Ham,eng Premier League,35,2069,23.0,22,13,3,6,3,9,2,4,4,0,597,796,75.0,48,32,23,12,82,8154,2088,374,425,88.0,176,241,73.0,25,61,41.0,FWMF,5a04fd92
538,Ayoze Pérez,597,2019-2020,26,es ESP,Leicester City,eng Premier League,33,2004,22.3,26,7,5,8,4,12,7,1,1,0,597,770,77.5,28,44,28,5,62,7574,1749,394,453,87.0,140,180,77.8,20,33,60.6,MFFW,819aa8e7
539,Alex Oxlade-Chamberlain,596,2019-2020,25,eng ENG,Liverpool,eng Premier League,30,1485,16.5,17,13,4,4,1,5,4,0,0,0,596,758,78.6,17,77,26,7,97,10257,2209,289,332,87.0,220,271,81.2,66,99,66.7,MFFW,38c7feef
540,Ayoze Pérez,594,2018-2019,25,es ESP,Newcastle Utd,eng Premier League,37,2917,32.4,34,3,1,12,2,14,12,0,0,0,594,805,73.8,45,46,25,3,82,7784,2081,323,392,82.4,149,198,75.3,37,63,58.7,MFFW,819aa8e7
541,Nampalys Mendy,593,2021-2022,29,sn SEN,Leicester City,eng Premier League,14,1032,11.5,12,2,3,0,0,0,0,0,0,0,593,645,91.9,1,39,0,0,36,9282,1636,304,323,94.1,233,247,94.3,35,43,81.4,MF,1598599e
542,Lewis Cook,593,2022-2023,25,eng ENG,Bournemouth,eng Premier League,28,1720,19.1,18,10,5,0,2,2,0,0,0,0,593,751,79.0,24,55,14,9,63,9922,3136,291,330,88.2,238,274,86.9,48,93,51.6,MF,2afc7272
543,Brenden Aaronson,592,2022-2023,21,us USA,Leeds United,eng Premier League,36,2372,26.4,28,8,2,1,3,4,1,0,0,0,592,797,74.3,46,47,16,4,86,7577,2182,346,423,81.8,150,195,76.9,25,65,38.5,MFFW,5bc43860
544,Stuart Armstrong,590,2021-2022,29,sct SCO,Southampton,eng Premier League,25,1473,16.4,15,10,2,2,0,2,2,0,0,0,590,744,79.3,25,46,23,4,83,8618,2144,321,386,83.2,217,250,86.8,25,42,59.5,MF,97333cf5
545,Fabian Schär,590,2019-2020,27,ch SUI,Newcastle Utd,eng Premier League,22,1672,18.6,18,4,10,2,0,2,2,0,0,0,590,804,73.4,4,59,3,0,53,12400,5435,226,261,86.6,228,275,82.9,120,228,52.6,DFMF,c8aa95da
546,Chiedozie Ogbene,589,2023-2024,26,ie IRL,Luton Town,eng Premier League,30,1995,22.2,20,10,0,4,1,5,4,0,0,0,589,790,74.6,25,24,18,5,53,8171,2314,365,409,89.2,175,234,74.8,22,57,38.6,MFDF,788c0277
547,Joshua King,588,2018-2019,26,no NOR,Bournemouth,eng Premier League,35,2961,32.9,34,1,0,12,3,15,7,5,6,1,588,858,68.5,34,41,36,6,85,7953,1845,363,469,77.4,168,249,67.5,22,45,48.9,FWMF,43458538
548,Yves Bissouma,588,2018-2019,21,ml MLI,Brighton,eng Premier League,28,1774,19.7,17,11,6,0,0,0,0,0,0,0,588,730,80.5,13,50,11,0,83,8848,2018,338,384,88.0,194,234,82.9,38,66,57.6,MF,6c203af0
549,Danilo,588,2023-2024,22,br BRA,Nott'ham Forest,eng Premier League,29,1792,19.9,20,9,2,2,2,4,2,0,0,0,588,757,77.7,20,74,14,0,82,10476,3222,255,297,85.9,246,285,86.3,70,123,56.9,MF,a816dbfb
550,Isaac Hayden,586,2018-2019,23,jm JAM,Newcastle Utd,eng Premier League,25,1859,20.7,21,4,4,1,4,5,1,0,0,0,586,749,78.2,22,44,7,2,54,8474,1873,329,384,85.7,171,213,80.3,41,66,62.1,MF,c951a6df
551,Harry Winks,585,2021-2022,25,eng ENG,Tottenham,eng Premier League,19,912,10.1,9,10,16,0,1,1,0,0,0,0,585,683,85.7,11,79,13,3,73,9806,3088,248,272,91.2,258,286,90.2,50,80,62.5,MF,2f7acede
552,Mason Mount,585,2022-2023,23,eng ENG,Chelsea,eng Premier League,24,1648,18.3,20,4,2,3,2,5,3,0,0,0,585,778,75.2,30,55,27,5,98,8688,2236,350,409,85.6,165,216,76.4,44,84,52.4,MFFW,9674002f
553,Dejan Kulusevski,582,2022-2023,22,se SWE,Tottenham,eng Premier League,30,2067,23.0,23,7,0,2,7,9,2,0,0,0,582,746,78.0,47,14,38,11,67,8120,2005,355,410,86.6,179,226,79.2,25,51,49.0,MFFW,df3cda47
554,Jakub Moder,581,2021-2022,22,pl POL,Brighton,eng Premier League,28,1701,18.9,19,9,2,0,3,3,0,0,0,0,581,814,71.4,16,57,20,5,89,8501,2438,320,399,80.2,194,264,73.5,28,55,50.9,MF,f230bc30
555,Harry Winks,579,2020-2021,24,eng ENG,Tottenham,eng Premier League,15,861,9.6,9,6,15,0,0,0,0,0,0,0,579,683,84.8,4,64,6,1,62,9590,2897,272,305,89.2,234,256,91.4,49,81,60.5,MF,2f7acede
556,Demarai Gray,579,2022-2023,26,jm JAM,Everton,eng Premier League,33,2507,27.9,27,6,5,4,1,5,2,2,2,0,579,838,69.1,37,30,18,7,46,9843,2215,289,328,88.1,191,252,75.8,72,179,40.2,FWMF,4468ec10
557,Sofyan Amrabat,578,2023-2024,26,ma MAR,Manchester Utd,eng Premier League,21,938,10.4,10,11,8,0,0,0,0,0,0,0,578,664,87.0,6,62,6,1,66,10308,2747,244,274,89.1,264,296,89.2,56,67,83.6,MFDF,5a2cb25d
558,Romain Saïss,578,2018-2019,28,ma MAR,Wolves,eng Premier League,19,1149,12.8,12,7,15,2,0,2,2,0,0,0,578,760,76.1,4,51,3,2,66,10960,3717,209,253,82.6,272,335,81.2,73,120,60.8,MFDF,9fbbcf39
559,Andros Townsend,578,2020-2021,29,eng ENG,Crystal Palace,eng Premier League,34,2258,25.1,25,9,4,1,5,6,1,0,0,0,578,871,66.4,40,42,41,22,75,9075,3523,327,374,87.4,141,222,63.5,71,170,41.8,MFFW,b28bbd58
560,Ruben Loftus-Cheek,578,2020-2021,24,eng ENG,Fulham,eng Premier League,30,1909,21.2,21,9,2,1,0,1,1,0,0,0,578,722,80.1,17,57,13,2,82,8146,1920,333,388,85.8,195,230,84.8,21,31,67.7,MFFW,e97fd090
561,Callum Hudson-Odoi,576,2023-2024,22,eng ENG,Nott'ham Forest,eng Premier League,29,1854,20.6,20,9,1,8,1,9,8,0,0,0,576,738,78.0,36,20,32,8,58,9055,1826,327,361,90.6,187,251,74.5,46,83,55.4,FWMF,15f3ec41
562,Lucas Moura,575,2019-2020,26,br BRA,Tottenham,eng Premier League,35,2242,24.9,25,10,2,4,4,8,4,0,0,0,575,802,71.7,34,41,32,1,69,7257,2049,379,457,82.9,141,214,65.9,17,37,45.9,FWMF,2b622f01
563,Héctor Bellerín,575,2019-2020,24,es ESP,Arsenal,eng Premier League,15,1158,12.9,13,2,5,1,0,1,1,0,0,0,575,711,80.9,3,39,7,2,58,8755,2624,294,327,89.9,251,299,83.9,14,28,50.0,DFMF,f874dd44
564,Mathias Jensen,574,2021-2022,25,dk DEN,Brentford,eng Premier League,31,1601,17.8,19,12,4,0,1,1,0,0,0,0,574,795,72.2,35,74,28,10,103,11460,3742,247,294,84.0,201,260,77.3,115,203,56.7,MF,0f134faf
565,Diogo Jota,574,2018-2019,21,pt POR,Wolves,eng Premier League,33,2355,26.2,29,4,0,9,5,14,9,0,0,0,574,789,72.8,27,45,18,3,71,8078,1773,327,395,82.8,170,243,70.0,30,47,63.8,FWMF,178ae8f8
566,Leon Bailey,573,2023-2024,25,jm JAM,Aston Villa,eng Premier League,35,2068,23.0,22,13,1,10,9,19,10,0,0,0,573,790,72.5,52,38,51,7,82,8993,2559,327,391,83.6,184,242,76.0,48,82,58.5,MFFW,3a233281
567,Lewis Cook,572,2019-2020,22,eng ENG,Bournemouth,eng Premier League,27,1352,15.0,14,13,7,0,0,0,0,0,0,0,572,739,77.4,11,66,10,1,80,10075,3152,274,321,85.4,219,261,83.9,70,109,64.2,MFFW,2afc7272
568,Tom Davies,572,2020-2021,22,eng ENG,Everton,eng Premier League,25,1423,15.8,17,8,10,0,1,1,0,0,0,0,572,706,81.0,6,42,5,1,49,9594,2599,276,321,86.0,237,269,88.1,46,68,67.6,MF,9228b07c
569,Adama Traoré,572,2020-2021,24,es ESP,Wolves,eng Premier League,37,2649,29.4,28,9,0,2,2,4,2,0,0,0,572,873,65.5,55,36,30,18,70,8290,1985,338,418,80.9,175,277,63.2,35,75,46.7,FWMF,9a28eba4
570,Thomas Partey,570,2023-2024,30,gh GHA,Arsenal,eng Premier League,14,788,8.8,9,5,3,0,0,0,0,0,0,0,570,636,89.6,6,61,14,2,72,9177,2564,298,321,92.8,224,243,92.2,37,54,68.5,MFDF,529f49ab
571,Orel Mangala,570,2023-2024,25,be BEL,Nott'ham Forest,eng Premier League,20,1563,17.4,19,1,1,1,0,1,1,0,0,0,570,646,88.2,6,39,1,0,45,9021,2312,292,321,91.0,225,247,91.1,37,47,78.7,MF,a572e291
572,Nathan Redmond,570,2020-2021,26,eng ENG,Southampton,eng Premier League,29,1738,19.3,17,12,1,2,3,5,2,0,0,0,570,765,74.5,29,32,30,4,75,8403,2031,311,377,82.5,198,250,79.2,33,57,57.9,MFFW,ab651565
573,Andreas Pereira,569,2019-2020,23,br BRA,Manchester Utd,eng Premier League,25,1484,16.5,18,7,7,1,3,4,1,0,0,0,569,780,72.9,32,61,15,4,89,8948,2634,298,347,85.9,202,259,78.0,47,108,43.5,MFFW,6639e500
574,Mohamed Diamé,569,2018-2019,31,sn SEN,Newcastle Utd,eng Premier League,29,2166,24.1,24,5,3,0,0,0,0,0,0,0,569,749,76.0,2,44,8,1,58,9103,2289,288,347,83.0,180,219,82.2,60,111,54.1,MF,b7d082af
575,Gerard Deulofeu,568,2018-2019,24,es ESP,Watford,eng Premier League,30,2066,23.0,26,4,0,10,5,15,10,0,0,0,568,793,71.6,30,39,37,3,67,7572,1800,347,419,82.8,160,220,72.7,18,48,37.5,FWMF,39583cfd
576,Lucas Moura,567,2021-2022,28,br BRA,Tottenham,eng Premier League,34,1775,19.7,19,15,2,2,6,8,2,0,0,0,567,774,73.3,34,59,27,4,99,7667,2267,340,413,82.3,180,243,74.1,17,38,44.7,FWMF,2b622f01
577,Mario Lemina,566,2022-2023,28,ga GAB,Wolves,eng Premier League,19,1299,14.4,17,2,0,0,1,1,0,0,0,0,566,651,86.9,3,31,5,1,42,10051,2917,241,269,89.6,267,289,92.4,51,72,70.8,MF,2b471f99
578,Tom Trybull,566,2019-2020,26,de GER,Norwich City,eng Premier League,16,1130,12.6,14,2,14,0,0,0,0,0,0,0,566,615,92.0,3,34,0,0,33,8879,2697,313,329,95.1,196,213,92.0,42,46,91.3,MF,552aa16c
579,Juninho Bacuna,565,2018-2019,20,cw CUW,Huddersfield,eng Premier League,21,1412,15.7,16,5,5,1,0,1,1,0,0,0,565,770,73.4,18,92,13,1,95,10416,3609,267,314,85.0,192,242,79.3,91,167,54.5,MFDF,aaf1bf05
580,Ainsley Maitland-Niles,565,2022-2023,24,eng ENG,Southampton,eng Premier League,22,1407,15.6,13,9,5,0,0,0,0,0,0,0,565,713,79.2,10,52,12,5,57,9322,3245,288,331,87.0,214,258,82.9,50,84,59.5,DFMF,e3a5814e
581,James Milner,563,2022-2023,36,eng ENG,Liverpool,eng Premier League,31,913,10.1,7,24,3,0,1,1,0,0,0,0,563,727,77.4,13,61,15,5,70,9891,3403,261,291,89.7,238,279,85.3,52,112,46.4,MFDF,2f90f6b8
582,Joe Ralls,563,2018-2019,24,eng ENG,Cardiff City,eng Premier League,28,1959,21.8,22,6,3,0,0,0,0,0,1,1,563,864,65.2,33,106,11,4,111,11256,4265,224,283,79.2,214,271,79.0,107,247,43.3,MF,3730fcbc
583,Christian Eriksen,563,2019-2020,27,dk DEN,Tottenham,eng Premier League,20,1097,12.2,10,10,3,2,2,4,2,0,0,0,563,761,74.0,24,51,23,1,74,8861,2703,316,362,87.3,162,226,71.7,57,117,48.7,MFFW,980522ec
584,Leandro Trossard,562,2019-2020,24,be BEL,Brighton,eng Premier League,31,2011,22.3,22,9,3,5,3,8,5,0,0,0,562,802,70.1,42,51,30,4,95,9853,2867,265,337,78.6,214,290,73.8,65,105,61.9,FWMF,38ceb24a
585,Harvey Barnes,562,2019-2020,21,eng ENG,Leicester City,eng Premier League,36,2083,23.1,24,12,2,6,8,14,6,0,0,0,562,745,75.4,35,30,34,2,90,7466,1731,352,418,84.2,150,194,77.3,21,39,53.8,MFFW,3ea50f67
586,Max Meyer,562,2018-2019,22,de GER,Crystal Palace,eng Premier League,29,1416,15.7,15,14,6,1,2,3,1,0,0,0,562,697,80.6,22,51,16,2,73,8002,2022,339,391,86.7,178,210,84.8,24,45,53.3,MF,eba42d2b
587,Christian Pulisic,561,2020-2021,21,us USA,Chelsea,eng Premier League,27,1738,19.3,18,9,2,4,2,6,4,0,0,0,561,705,79.6,25,34,37,3,82,7253,1587,347,405,85.7,159,197,80.7,13,26,50.0,FWMF,1bf33a9a
588,Daniel Muñoz,561,2023-2024,27,co COL,Crystal Palace,eng Premier League,16,1439,16.0,16,0,0,0,4,4,0,0,0,0,561,720,77.9,21,25,4,0,38,7556,2865,365,417,87.5,164,228,71.9,14,35,40.0,DFMF,778ef829
589,Tom Cairney,560,2020-2021,29,sct SCO,Fulham,eng Premier League,10,759,8.4,9,1,5,1,1,2,1,0,0,0,560,632,88.6,17,51,10,6,72,9963,2060,247,258,95.7,226,246,91.9,69,96,71.9,MF,a8748947
590,Lucas Moura,557,2018-2019,25,br BRA,Tottenham,eng Premier League,32,2121,23.6,25,7,4,10,0,10,10,0,0,0,557,752,74.1,27,41,16,1,63,7438,1768,328,388,84.5,167,239,69.9,20,42,47.6,FWMF,2b622f01
591,Pablo Fornals,557,2022-2023,26,es ESP,West Ham,eng Premier League,32,1503,16.7,17,15,6,3,1,4,3,0,0,0,557,771,72.2,20,60,12,4,89,9313,2676,261,300,87.0,208,277,75.1,61,124,49.2,FWMF,82927de4
592,Steven Alzate,556,2019-2020,20,co COL,Brighton,eng Premier League,19,1188,13.2,12,7,3,0,0,0,0,0,0,0,556,661,84.1,14,28,17,3,66,8283,2031,316,354,89.3,210,241,87.1,20,28,71.4,MFDF,ad1f61f3
593,Ross Barkley,555,2019-2020,25,eng ENG,Chelsea,eng Premier League,21,1103,12.3,13,8,7,1,4,5,1,0,0,0,555,635,87.4,24,53,18,2,64,9250,1867,280,310,90.3,182,194,93.8,68,79,86.1,MF,3a24769f
594,Demarai Gray,555,2021-2022,25,jm JAM,Everton,eng Premier League,34,2338,26.0,28,6,0,5,4,9,5,0,0,0,555,769,72.2,41,23,23,7,59,9290,2076,277,315,87.9,182,246,74.0,65,129,50.4,MFFW,4468ec10
595,Robin Koch,555,2021-2022,25,de GER,Leeds United,eng Premier League,20,1574,17.5,17,3,1,0,0,0,0,0,0,0,555,718,77.3,5,47,6,0,52,10037,3504,224,279,80.3,268,326,82.2,45,73,61.6,MFDF,ea6bc03a
596,Jarrod Bowen,552,2022-2023,25,eng ENG,West Ham,eng Premier League,38,3233,35.9,36,2,0,6,5,11,5,1,2,1,552,881,62.7,48,39,24,9,72,8725,2552,312,385,81.0,170,225,75.6,52,164,31.7,FWMF,79c84d1c
597,Youri Tielemans,551,2018-2019,21,be BEL,Leicester City,eng Premier League,13,1086,12.1,13,0,0,3,4,7,3,0,0,0,551,663,83.1,16,69,12,2,85,9505,2322,243,276,88.0,208,233,89.3,68,90,75.6,MF,56f7a928
598,Harvey Barnes,550,2021-2022,23,eng ENG,Leicester City,eng Premier League,32,2101,23.3,24,8,3,6,10,16,6,0,0,0,550,756,72.8,29,26,24,7,59,6899,1906,366,442,82.8,137,199,68.8,15,34,44.1,FWMF,3ea50f67
599,Harvey Barnes,549,2022-2023,24,eng ENG,Leicester City,eng Premier League,34,2711,30.1,32,2,0,13,1,14,13,0,0,0,549,786,69.8,19,39,31,5,79,7152,2004,363,462,78.6,142,210,67.6,17,37,45.9,FWMF,3ea50f67
600,Richarlison,549,2018-2019,21,br BRA,Everton,eng Premier League,35,2665,29.6,32,3,0,13,1,14,13,0,0,0,549,849,64.7,21,40,24,2,74,7504,1643,316,409,77.3,133,215,61.9,36,62,58.1,FWMF,fa031b34